Type,Virus Family,SHA-256,Benign Tasks,Duration,No. of Commands,Read Traffic,Write Traffic,Disk Size,Victim Data,Source,OS,Recording_Index
Benign,,,"Compress_using_7z_sw, Install_package, User_files_wipe, Disk indexing",503,775382,40,59,512GB,Set 4,In-house,Windows,10413
Benign,,,"Anaconda_package, Do_git_repository, User_files_wipe, Disk indexing",503,1001653,6,61,512GB,Set 4,In-house,Windows,10414
Benign,,,"Compress_rar_using_winrar, Get_and_install_apps, User_files_wipe, Disk indexing",503,497947,10,27,512GB,Set 4,In-house,Windows,10415
Benign,,,"Do_git_repository, Get_and_install_apps, User_files_wipe, Disk indexing",503,924708,8,38,512GB,Set 4,In-house,Windows,10416
Benign,,,"Compress_using_7z_sw, Do_git_repository, User_files_wipe, Disk indexing",503,289748,12,22,512GB,Set 4,In-house,Windows,10417
Benign,,,"Cmake_from_source, Encrypt_using_aescrypt, User_files_wipe, Disk indexing",502,2405348,25,42,512GB,Set 4,In-house,Windows,10418
Benign,,,"Compress_using_7z_sw, Install_package, User_files_wipe, Disk indexing",503,355350,10,21,512GB,Set 4,In-house,Windows,10419
Benign,,,"Compress_rar_using_winrar, Get_and_install_apps, User_files_wipe, Disk indexing",502,797003,9,50,512GB,Set 4,In-house,Windows,10420
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, User_files_wipe, Disk indexing",503,189734,11,22,512GB,Set 4,In-house,Windows,10421
Benign,,,"Do_git_repository, Install_package, User_files_wipe, Disk indexing",503,2345671,22,42,512GB,Set 4,In-house,Windows,10422
Benign,,,"Anaconda_package, Compress_rar_using_winrar, User_files_wipe, Disk indexing",502,718341,10,66,512GB,Set 4,In-house,Windows,10423
Benign,,,"Cmake_from_source, Get_and_install_apps, User_files_wipe, Disk indexing",503,1282671,12,32,512GB,Set 4,In-house,Windows,10424
Benign,,,"Compress_rar_using_winrar, Get_and_install_apps, User_files_wipe, Disk indexing",502,753832,12,81,512GB,Set 4,In-house,Windows,10425
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, User_files_wipe, Disk indexing",502,534711,24,29,512GB,Set 4,In-house,Windows,10426
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, User_files_wipe, Disk indexing",502,998368,21,56,512GB,Set 4,In-house,Windows,10427
Benign,,,"Do_git_repository, Install_package, User_files_wipe, Disk indexing",504,2005932,19,36,512GB,Set 4,In-house,Windows,10428
Benign,,,"Anaconda_package, Get_and_install_apps, User_files_wipe, Disk indexing",502,881718,7,36,512GB,Set 4,In-house,Windows,10429
Benign,,,"Anaconda_package, Do_git_repository, User_files_wipe, Disk indexing",503,1485853,17,36,512GB,Set 4,In-house,Windows,10430
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, User_files_wipe, Disk indexing",502,749076,34,41,512GB,Set 4,In-house,Windows,10431
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, User_files_wipe, Disk indexing",502,795274,39,48,512GB,Set 4,In-house,Windows,10432
Benign,,,"Cmake_from_source, Compress_using_7z_sw, User_files_wipe, Disk indexing",502,468744,21,27,512GB,Set 4,In-house,Windows,10433
Benign,,,"Anaconda_package, Compress_using_7z_sw, User_files_wipe, Disk indexing",503,828104,15,85,512GB,Set 4,In-house,Windows,10434
Benign,,,"Cmake_from_source, Do_git_repository, User_files_wipe, Disk indexing",503,1553204,19,33,512GB,Set 4,In-house,Windows,10435
Benign,,,"Cmake_from_source, Get_and_install_apps, User_files_wipe, Disk indexing",504,552163,6,12,512GB,Set 4,In-house,Windows,10436
Benign,,,"Compress_using_7z_sw, Do_git_repository, User_files_wipe, Disk indexing",502,616142,17,90,512GB,Set 4,In-house,Windows,10437
Benign,,,"Anaconda_package, Get_and_install_apps, User_files_wipe, Disk indexing",503,2261272,21,47,512GB,Set 4,In-house,Windows,10438
Benign,,,"Do_git_repository, Get_and_install_apps, User_files_wipe, Disk indexing",503,2739704,25,51,512GB,Set 4,In-house,Windows,10439
Benign,,,"Anaconda_package, Install_package, User_files_wipe, Disk indexing",509,368865,5,11,512GB,Set 4,In-house,Windows,10440
Benign,,,"Anaconda_package, Get_and_install_apps, User_files_wipe, Disk indexing",507,2513320,23,47,512GB,Set 4,In-house,Windows,10441
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, User_files_wipe, Disk indexing",503,712803,31,33,512GB,Set 4,In-house,Windows,10442
Benign,,,"Do_git_repository, Get_and_install_apps, User_files_wipe, Disk indexing",503,1957986,20,38,512GB,Set 4,In-house,Windows,10443
Benign,,,"Anaconda_package, Install_package, User_files_wipe, Disk indexing",508,490564,6,13,512GB,Set 4,In-house,Windows,10444
Benign,,,"Get_and_install_apps, Install_package, User_files_wipe, Disk indexing",502,2333465,23,42,512GB,Set 4,In-house,Windows,10445
Benign,,,"Do_git_repository, Get_and_install_apps, User_files_wipe, Disk indexing",503,1345014,16,46,512GB,Set 4,In-house,Windows,10446
Benign,,,"Compress_using_7z_sw, Install_package, User_files_wipe, Disk indexing",503,800577,15,30,512GB,Set 4,In-house,Windows,10447
Benign,,,"Anaconda_package, Cmake_from_source, User_files_wipe, Disk indexing",503,807224,11,19,512GB,Set 4,In-house,Windows,10448
Benign,,,"Compress_using_7z_sw, Encrypt_using_aescrypt, User_files_wipe, Disk indexing",502,1064478,19,34,512GB,Set 4,In-house,Windows,10449
Benign,,,"Compress_using_7z_sw, Install_package, User_files_wipe, Disk indexing",502,681471,14,106,512GB,Set 4,In-house,Windows,10450
Benign,,,"Cmake_from_source, Compress_rar_using_winrar, User_files_wipe, Disk indexing",503,340671,10,20,512GB,Set 4,In-house,Windows,10451
Benign,,,"Get_and_install_apps, Install_package, User_files_wipe, Disk indexing",503,1933206,18,37,512GB,Set 4,In-house,Windows,10452
Benign,,,"Compress_rar_using_winrar, Install_package, User_files_wipe, Disk indexing",502,380194,8,25,512GB,Set 4,In-house,Windows,10453
Benign,,,"Compress_using_7z_sw, Install_package, User_files_wipe, Disk indexing",502,877340,27,35,512GB,Set 4,In-house,Windows,10454
Benign,,,"Anaconda_package, Cmake_from_source, User_files_wipe, Disk indexing",505,2624591,24,62,512GB,Set 4,In-house,Windows,10455
Benign,,,"Compress_rar_using_winrar, Do_git_repository, User_files_wipe, Disk indexing",502,419133,8,30,512GB,Set 4,In-house,Windows,10456
Benign,,,"Compress_rar_using_winrar, Do_git_repository, Install_package, Disk indexing",502,224474,12,9,512GB,Set 4,In-house,Windows,10457
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Do_git_repository, Disk indexing",502,223467,10,15,512GB,Set 4,In-house,Windows,10458
Benign,,,"Get_and_install_apps, Install_package, User_files_wipe, Disk indexing",502,2032308,20,60,512GB,Set 4,In-house,Windows,10459
Benign,,,"Do_git_repository, Get_and_install_apps, User_files_wipe, Disk indexing",503,1844204,18,38,512GB,Set 4,In-house,Windows,10460
Benign,,,"Do_git_repository, Encrypt_using_aescrypt, User_files_wipe, Disk indexing",503,876399,6,33,512GB,Set 4,In-house,Windows,10461
Benign,,,"Anaconda_package, Install_package, User_files_wipe, Disk indexing",504,2620466,23,43,512GB,Set 4,In-house,Windows,10462
Benign,,,"Anaconda_package, Get_and_install_apps, User_files_wipe, Disk indexing",502,661379,3,93,512GB,Set 4,In-house,Windows,10463
Benign,,,"Anaconda_package, Compress_rar_using_winrar, User_files_wipe, Disk indexing",503,564894,7,22,512GB,Set 4,In-house,Windows,10464
Benign,,,"Get_and_install_apps, Install_package, User_files_wipe, Disk indexing",503,766756,6,35,512GB,Set 4,In-house,Windows,10465
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Do_git_repository, Disk indexing",502,369984,16,12,512GB,Set 4,In-house,Windows,10466
Benign,,,"Compress_rar_using_winrar, Do_git_repository, Get_and_install_apps, Disk indexing",502,379738,13,12,512GB,Set 4,In-house,Windows,10467
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Do_git_repository, Disk indexing",504,414436,20,20,512GB,Set 4,In-house,Windows,10468
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Do_git_repository, Disk indexing",502,454950,19,17,512GB,Set 4,In-house,Windows,10469
Benign,,,"Anaconda_package, Compress_using_7z_sw, User_files_wipe, Disk indexing",502,1015906,28,39,512GB,Set 4,In-house,Windows,10470
Benign,,,"Anaconda_package, Get_and_install_apps, User_files_wipe, Disk indexing",503,2106109,20,43,512GB,Set 4,In-house,Windows,10471
Benign,,,"Do_git_repository, Get_and_install_apps, User_files_wipe, Disk indexing",501,2323083,22,45,512GB,Set 4,In-house,Windows,10472
Benign,,,"Anaconda_package, Cmake_from_source, User_files_wipe, Disk indexing",503,757798,12,18,512GB,Set 4,In-house,Windows,10473
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Do_git_repository, Disk indexing",503,519208,16,14,512GB,Set 4,In-house,Windows,10474
Benign,,,"Anaconda_package, Compress_using_7z_sw, User_files_wipe, Disk indexing",502,1652944,23,34,512GB,Set 4,In-house,Windows,10475
Benign,,,"Cmake_from_source, Compress_rar_using_winrar, Get_and_install_apps, Disk indexing",502,275600,13,11,512GB,Set 4,In-house,Windows,10476
Benign,,,"Encrypt_using_aescrypt, Get_and_install_apps, User_files_wipe, Disk indexing",503,1541133,9,47,512GB,Set 4,In-house,Windows,10477
Benign,,,"Anaconda_package, Compress_using_7z_sw, User_files_wipe, Disk indexing",503,1685868,26,40,512GB,Set 4,In-house,Windows,10478
Benign,,,"Compress_rar_using_winrar, Do_git_repository, Install_package, Disk indexing",503,622291,16,16,512GB,Set 4,In-house,Windows,10479
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Get_and_install_apps, Disk indexing",504,411943,19,20,512GB,Set 4,In-house,Windows,10480
Benign,,,"Anaconda_package, Compress_using_7z_sw, User_files_wipe, Disk indexing",502,1056055,31,38,512GB,Set 4,In-house,Windows,10481
Benign,,,"Cmake_from_source, Compress_rar_using_winrar, Compress_using_7z_sw, Disk indexing",506,174751,8,9,512GB,Set 4,In-house,Windows,10482
Benign,,,"Compress_rar_using_winrar, Do_git_repository, Get_and_install_apps, Disk indexing",501,665422,15,14,512GB,Set 4,In-house,Windows,10483
Benign,,,"Compress_rar_using_winrar, Do_git_repository, User_files_wipe, Disk indexing",504,385284,13,27,512GB,Set 4,In-house,Windows,10484
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Get_and_install_apps, Disk indexing",503,168997,11,16,512GB,Set 4,In-house,Windows,10485
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Get_and_install_apps, Disk indexing",504,276898,12,10,512GB,Set 4,In-house,Windows,10486
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Get_and_install_apps, Disk indexing",502,364829,19,17,512GB,Set 4,In-house,Windows,10487
Benign,,,"Encrypt_using_aescrypt, Install_package, User_files_wipe, Disk indexing",504,1067059,7,37,512GB,Set 4,In-house,Windows,10488
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Get_and_install_apps, Disk indexing",501,391075,14,13,512GB,Set 4,In-house,Windows,10489
Benign,,,"Cmake_from_source, Compress_rar_using_winrar, Do_git_repository, Disk indexing",508,205484,9,8,512GB,Set 4,In-house,Windows,10490
Benign,,,"Compress_rar_using_winrar, Get_and_install_apps, User_files_wipe, Disk indexing",504,247979,6,18,512GB,Set 4,In-house,Windows,10491
Benign,,,"Cmake_from_source, Compress_rar_using_winrar, Install_package, Disk indexing",504,176145,9,7,512GB,Set 4,In-house,Windows,10492
Benign,,,"Cmake_from_source, Compress_rar_using_winrar, Do_git_repository, Disk indexing",503,268277,9,9,512GB,Set 4,In-house,Windows,10493
Benign,,,"Cmake_from_source, Compress_rar_using_winrar, Encrypt_using_aescrypt, Disk indexing",502,285527,12,12,512GB,Set 4,In-house,Windows,10494
Benign,,,"Anaconda_package, Install_package, User_files_wipe, Disk indexing",504,2923634,25,65,512GB,Set 4,In-house,Windows,10495
Benign,,,"Compress_rar_using_winrar, Do_git_repository, Encrypt_using_aescrypt, Disk indexing",505,182327,7,10,512GB,Set 4,In-house,Windows,10496
Benign,,,"Compress_rar_using_winrar, Get_and_install_apps, Install_package, Disk indexing",503,861243,19,17,512GB,Set 4,In-house,Windows,10497
Benign,,,"Cmake_from_source, Compress_rar_using_winrar, Install_package, Disk indexing",505,287530,12,11,512GB,Set 4,In-house,Windows,10498
Benign,,,"Cmake_from_source, Compress_using_7z_sw, User_files_wipe, Disk indexing",505,1973987,23,37,512GB,Set 4,In-house,Windows,10499
Benign,,,"Compress_rar_using_winrar, Encrypt_using_aescrypt, Get_and_install_apps, Disk indexing",502,237052,9,13,512GB,Set 4,In-house,Windows,10500
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Encrypt_using_aescrypt, Disk indexing",505,245781,7,10,512GB,Set 4,In-house,Windows,10501
Benign,,,"Compress_rar_using_winrar, Encrypt_using_aescrypt, Install_package, Disk indexing",502,514154,13,14,512GB,Set 4,In-house,Windows,10502
Benign,,,"Cmake_from_source, Install_package, User_files_wipe, Disk indexing",503,1910238,20,34,512GB,Set 4,In-house,Windows,10503
Benign,,,"Compress_rar_using_winrar, Do_git_repository, Install_package, Disk indexing",502,191266,11,8,512GB,Set 4,In-house,Windows,10504
Benign,,,"Compress_rar_using_winrar, Encrypt_using_aescrypt, Get_and_install_apps, Disk indexing",503,369150,11,15,512GB,Set 4,In-house,Windows,10505
Benign,,,"Anaconda_package, Cmake_from_source, Compress_rar_using_winrar, Disk indexing",501,244312,14,12,512GB,Set 4,In-house,Windows,10506
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Compress_using_7z_sw, Disk indexing",503,562253,28,29,512GB,Set 4,In-house,Windows,10507
Benign,,,"Anaconda_package, Get_and_install_apps, User_files_wipe, Disk indexing",503,1710160,18,37,512GB,Set 4,In-house,Windows,10508
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Get_and_install_apps, Disk indexing",503,262676,10,9,512GB,Set 4,In-house,Windows,10509
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Compress_using_7z_sw, Disk indexing",503,527604,28,28,512GB,Set 4,In-house,Windows,10510
Benign,,,"Compress_rar_using_winrar, Get_and_install_apps, User_files_wipe, Disk indexing",503,480216,13,30,512GB,Set 4,In-house,Windows,10511
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Encrypt_using_aescrypt, Disk indexing",503,499879,14,17,512GB,Set 4,In-house,Windows,10512
Benign,,,"Anaconda_package, Install_package, User_files_wipe, Disk indexing",507,1929782,19,41,512GB,Set 4,In-house,Windows,10513
Benign,,,"Anaconda_package, Do_git_repository, Get_and_install_apps",508,328757,18,18,512GB,Set 5,In-house,Windows,10514
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Compress_using_7z_sw, Disk indexing",504,476548,25,22,512GB,Set 4,In-house,Windows,10515
Benign,,,"Compress_rar_using_winrar, Install_package, User_files_wipe, Disk indexing",503,373028,12,21,512GB,Set 4,In-house,Windows,10516
Benign,,,"Compress_rar_using_winrar, Install_package, User_files_wipe, Disk indexing",502,276571,13,25,512GB,Set 4,In-house,Windows,10517
Benign,,,"Cmake_from_source, Compress_rar_using_winrar, User_files_wipe, Disk indexing",503,244528,11,17,512GB,Set 4,In-house,Windows,10518
Benign,,,"Anaconda_package, Compress_rar_using_winrar, User_files_wipe, Disk indexing",502,513549,11,21,512GB,Set 4,In-house,Windows,10519
Benign,,,"Compress_rar_using_winrar, Do_git_repository, Get_and_install_apps",502,187498,12,9,512GB,Set 5,In-house,Windows,10520
Benign,,,"Compress_rar_using_winrar, Install_package, User_files_wipe, Disk indexing",502,290989,10,24,512GB,Set 4,In-house,Windows,10521
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Compress_using_7z_sw, Disk indexing",502,482035,31,31,512GB,Set 4,In-house,Windows,10522
Benign,,,"Anaconda_package, Compress_rar_using_winrar, User_files_wipe, Disk indexing",502,451524,10,19,512GB,Set 4,In-house,Windows,10523
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Do_git_repository",505,231364,8,11,512GB,Set 5,In-house,Windows,10524
Benign,,,"Anaconda_package, Install_package, User_files_wipe, Disk indexing",502,2173373,20,46,512GB,Set 4,In-house,Windows,10525
Benign,,,"Compress_rar_using_winrar, Do_git_repository, User_files_wipe, Disk indexing",505,231649,5,15,512GB,Set 4,In-house,Windows,10526
Benign,,,"Anaconda_package, Do_git_repository, User_files_wipe, Disk indexing",503,2242751,22,42,512GB,Set 4,In-house,Windows,10527
Benign,,,"Anaconda_package, Compress_rar_using_winrar, User_files_wipe, Disk indexing",503,250797,6,19,512GB,Set 4,In-house,Windows,10528
Benign,,,"Compress_rar_using_winrar, Install_package, User_files_wipe, Disk indexing",503,224211,11,26,512GB,Set 4,In-house,Windows,10529
Benign,,,"Compress_rar_using_winrar, Get_and_install_apps, Install_package, Disk indexing",503,747637,15,15,512GB,Set 4,In-house,Windows,10530
Benign,,,"Anaconda_package, Compress_rar_using_winrar, User_files_wipe, Disk indexing",503,318128,11,27,512GB,Set 4,In-house,Windows,10531
Benign,,,"Cmake_from_source, Compress_rar_using_winrar, Do_git_repository",503,178563,10,9,512GB,Set 5,In-house,Windows,10532
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, User_files_wipe, Disk indexing",502,596449,24,29,512GB,Set 4,In-house,Windows,10533
Benign,,,"Anaconda_package, Do_git_repository, Get_and_install_apps",523,515546,20,21,512GB,Set 5,In-house,Windows,10534
Benign,,,"Do_git_repository, Get_and_install_apps, Install_package",503,1044694,34,37,512GB,Set 5,In-house,Windows,10535
Benign,,,"Cmake_from_source, Compress_rar_using_winrar, User_files_wipe, Disk indexing",502,384208,11,37,512GB,Set 4,In-house,Windows,10536
Benign,,,"Cmake_from_source, Do_git_repository, Install_package",524,437539,5,6,512GB,Set 5,In-house,Windows,10537
Benign,,,"Do_git_repository, Encrypt_using_aescrypt, Install_package",505,347354,3,2,512GB,Set 5,In-house,Windows,10538
Benign,,,"Compress_using_7z_sw, Do_git_repository, User_files_wipe",510,734365,24,29,512GB,Set 5,In-house,Windows,10539
Benign,,,"Cmake_from_source, Do_git_repository, Get_and_install_apps",503,650765,31,32,512GB,Set 5,In-house,Windows,10540
Benign,,,"Compress_using_7z_sw, Do_git_repository, User_files_wipe",507,678819,7,20,512GB,Set 5,In-house,Windows,10541
Benign,,,"Compress_using_7z_sw, Do_git_repository, Install_package",503,969001,29,28,512GB,Set 5,In-house,Windows,10542
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Do_git_repository",503,265202,14,14,512GB,Set 5,In-house,Windows,10543
Benign,,,"Anaconda_package, Do_git_repository, User_files_wipe",504,466033,2,7,512GB,Set 5,In-house,Windows,10544
Benign,,,"Anaconda_package, Compress_using_7z_sw, Do_git_repository",503,678429,35,27,512GB,Set 5,In-house,Windows,10545
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",501,996326,34,29,512GB,Set 5,In-house,Windows,10546
Benign,,,"Anaconda_package, Do_git_repository, Encrypt_using_aescrypt",504,567815,3,3,512GB,Set 5,In-house,Windows,10547
Benign,,,"Anaconda_package, Do_git_repository, User_files_wipe",508,307172,16,20,512GB,Set 5,In-house,Windows,10548
Benign,,,"Do_git_repository, Encrypt_using_aescrypt, Get_and_install_apps",502,1395930,7,6,512GB,Set 5,In-house,Windows,10549
Benign,,,"Anaconda_package, Do_git_repository, User_files_wipe",504,226486,1,20,512GB,Set 5,In-house,Windows,10550
Benign,,,"Cmake_from_source, Do_git_repository, Encrypt_using_aescrypt",502,833931,33,32,512GB,Set 5,In-house,Windows,10551
Benign,,,"Cmake_from_source, Compress_using_7z_sw, Do_git_repository",503,861636,29,25,512GB,Set 5,In-house,Windows,10552
Benign,,,"Anaconda_package, Do_git_repository, User_files_wipe",504,453200,2,8,512GB,Set 5,In-house,Windows,10553
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",502,1288199,38,34,512GB,Set 5,In-house,Windows,10554
Benign,,,"Anaconda_package, Compress_using_7z_sw, Do_git_repository",503,668389,35,28,512GB,Set 5,In-house,Windows,10555
Benign,,,"Anaconda_package, Do_git_repository, Get_and_install_apps",502,1223372,36,39,512GB,Set 5,In-house,Windows,10556
Benign,,,"Compress_rar_using_winrar, Do_git_repository, Install_package",505,174159,6,5,512GB,Set 5,In-house,Windows,10557
Benign,,,"Cmake_from_source, Compress_rar_using_winrar, Do_git_repository",502,219548,13,11,512GB,Set 5,In-house,Windows,10558
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Do_git_repository",505,498462,5,5,512GB,Set 5,In-house,Windows,10559
Benign,,,"Anaconda_package, Do_git_repository, User_files_wipe",505,339221,20,24,512GB,Set 5,In-house,Windows,10560
Benign,,,"Compress_rar_using_winrar, Do_git_repository, User_files_wipe",502,222792,8,21,512GB,Set 5,In-house,Windows,10561
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Do_git_repository",501,315951,12,10,512GB,Set 5,In-house,Windows,10562
Benign,,,"Compress_using_7z_sw, Do_git_repository, Install_package",505,1087838,43,36,512GB,Set 5,In-house,Windows,10563
Benign,,,"Do_git_repository, Get_and_install_apps, Install_package",502,1041664,40,42,512GB,Set 5,In-house,Windows,10564
Benign,,,"Anaconda_package, Do_git_repository, Get_and_install_apps",502,1085033,42,44,512GB,Set 5,In-house,Windows,10565
Benign,,,"Compress_rar_using_winrar, Do_git_repository, Get_and_install_apps",503,481976,4,5,512GB,Set 5,In-house,Windows,10566
Benign,,,"Anaconda_package, Do_git_repository, Get_and_install_apps",506,487551,5,5,512GB,Set 5,In-house,Windows,10567
Benign,,,"Do_git_repository, Install_package, User_files_wipe",502,1097440,39,55,512GB,Set 5,In-house,Windows,10568
Benign,,,"Anaconda_package, Cmake_from_source, Do_git_repository",503,1069663,39,41,512GB,Set 5,In-house,Windows,10569
Benign,,,"Anaconda_package, Compress_using_7z_sw, Do_git_repository",502,1159722,40,39,512GB,Set 5,In-house,Windows,10570
Benign,,,"Anaconda_package, Do_git_repository, Get_and_install_apps",503,1792769,13,16,512GB,Set 5,In-house,Windows,10571
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Do_git_repository",502,573281,14,13,512GB,Set 5,In-house,Windows,10572
Benign,,,"Do_git_repository, Get_and_install_apps, User_files_wipe",502,954489,33,50,512GB,Set 5,In-house,Windows,10573
Benign,,,"Compress_using_7z_sw, Do_git_repository, User_files_wipe",503,766511,30,61,512GB,Set 5,In-house,Windows,10574
Benign,,,"Anaconda_package, Do_git_repository, Install_package",502,1076535,32,33,512GB,Set 5,In-house,Windows,10575
Benign,,,"Do_git_repository, Encrypt_using_aescrypt, Install_package",502,1349088,8,7,512GB,Set 5,In-house,Windows,10576
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",502,709927,37,28,512GB,Set 5,In-house,Windows,10577
Benign,,,"Compress_using_7z_sw, Do_git_repository, User_files_wipe",521,1059835,40,53,512GB,Set 5,In-house,Windows,10578
Benign,,,"Cmake_from_source, Do_git_repository, Get_and_install_apps",503,692951,40,40,512GB,Set 5,In-house,Windows,10579
Benign,,,"Do_git_repository, Encrypt_using_aescrypt, User_files_wipe",503,1108088,6,32,512GB,Set 5,In-house,Windows,10580
Benign,,,"Cmake_from_source, Compress_using_7z_sw, Do_git_repository",504,1728256,20,27,512GB,Set 5,In-house,Windows,10581
Benign,,,"Anaconda_package, Do_git_repository, Encrypt_using_aescrypt",503,1274808,6,7,512GB,Set 5,In-house,Windows,10582
Benign,,,"Anaconda_package, Compress_using_7z_sw, Do_git_repository",502,189201,9,6,512GB,Set 5,In-house,Windows,10583
Benign,,,"Do_git_repository, Get_and_install_apps, Install_package",502,2275953,18,21,512GB,Set 5,In-house,Windows,10584
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",503,725535,36,35,512GB,Set 5,In-house,Windows,10585
Benign,,,"Cmake_from_source, Compress_using_7z_sw, Do_git_repository",502,833904,58,52,512GB,Set 5,In-house,Windows,10586
Benign,,,"Anaconda_package, Do_git_repository, Install_package",502,1470659,37,39,512GB,Set 5,In-house,Windows,10587
Benign,,,"Anaconda_package, Compress_using_7z_sw, Do_git_repository",504,704094,12,11,512GB,Set 5,In-house,Windows,10588
Benign,,,"Anaconda_package, Do_git_repository, Get_and_install_apps",502,1156416,34,36,512GB,Set 5,In-house,Windows,10589
Benign,,,"Anaconda_package, Do_git_repository, Install_package",504,321592,20,20,512GB,Set 5,In-house,Windows,10590
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Do_git_repository",502,452073,12,11,512GB,Set 5,In-house,Windows,10591
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",502,1195019,45,45,512GB,Set 5,In-house,Windows,10592
Benign,,,"Cmake_from_source, Compress_rar_using_winrar, Do_git_repository",503,190070,12,10,512GB,Set 5,In-house,Windows,10593
Benign,,,"Compress_using_7z_sw, Do_git_repository, User_files_wipe",502,771636,48,51,512GB,Set 5,In-house,Windows,10594
Benign,,,"Do_git_repository, Get_and_install_apps, Install_package",504,443719,2,3,512GB,Set 5,In-house,Windows,10595
Benign,,,"Anaconda_package, Compress_using_7z_sw, Do_git_repository",502,1040125,39,38,512GB,Set 5,In-house,Windows,10596
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",503,1085608,35,29,512GB,Set 5,In-house,Windows,10597
Benign,,,"Do_git_repository, Get_and_install_apps, User_files_wipe",501,961558,4,94,512GB,Set 5,In-house,Windows,10598
Benign,,,"Cmake_from_source, Do_git_repository, Install_package",503,569903,39,38,512GB,Set 5,In-house,Windows,10599
Benign,,,"Compress_using_7z_sw, Do_git_repository, User_files_wipe",504,404333,13,50,512GB,Set 5,In-house,Windows,10600
Benign,,,"Cmake_from_source, Do_git_repository, User_files_wipe",512,670605,57,119,512GB,Set 5,In-house,Windows,10601
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Do_git_repository",503,293339,9,10,512GB,Set 5,In-house,Windows,10602
Benign,,,"Compress_using_7z_sw, Do_git_repository, Get_and_install_apps",501,1061539,40,40,512GB,Set 5,In-house,Windows,10603
Benign,,,"Compress_rar_using_winrar, Do_git_repository, Get_and_install_apps",502,189699,10,7,512GB,Set 5,In-house,Windows,10604
Benign,,,"Do_git_repository, Install_package, User_files_wipe",505,429696,1,15,512GB,Set 5,In-house,Windows,10605
Benign,,,"Compress_rar_using_winrar, Do_git_repository, User_files_wipe",507,527176,3,11,512GB,Set 5,In-house,Windows,10606
Benign,,,"Compress_rar_using_winrar, Do_git_repository, Encrypt_using_aescrypt",503,547223,12,17,512GB,Set 5,In-house,Windows,10607
Benign,,,"Compress_using_7z_sw, Do_git_repository, User_files_wipe",502,903540,13,74,512GB,Set 5,In-house,Windows,10608
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Do_git_repository",507,570786,5,6,512GB,Set 5,In-house,Windows,10609
Benign,,,"Cmake_from_source, Do_git_repository, Encrypt_using_aescrypt",503,872318,24,22,512GB,Set 5,In-house,Windows,10610
Benign,,,"Compress_using_7z_sw, Do_git_repository, User_files_wipe",504,660964,8,13,512GB,Set 5,In-house,Windows,10611
Benign,,,"Anaconda_package, Do_git_repository, Get_and_install_apps",503,922830,23,24,512GB,Set 5,In-house,Windows,10612
Benign,,,"Compress_rar_using_winrar, Do_git_repository, Get_and_install_apps",503,680145,9,9,512GB,Set 5,In-house,Windows,10613
Benign,,,"Compress_using_7z_sw, Do_git_repository, Encrypt_using_aescrypt",503,1281222,30,27,512GB,Set 5,In-house,Windows,10614
Benign,,,"Do_git_repository, Get_and_install_apps, User_files_wipe",503,1294780,52,87,512GB,Set 5,In-house,Windows,10615
